step,pp_loss,fsdp_loss,abs_delta
445,4.571434,4.212354,0.359080
446,3.858030,3.579963,0.278067
447,4.679864,4.280252,0.399612
448,4.257267,4.031023,0.226244
449,4.687754,4.208352,0.479402
450,4.390225,4.086495,0.303730
451,4.127553,3.847088,0.280465
452,3.982937,3.660489,0.322448
453,3.625928,3.400123,0.225805
454,3.804989,3.608094,0.196895
455,3.844480,3.598603,0.245877
456,4.178479,3.912884,0.265595
457,4.333174,3.997377,0.335797
458,4.364865,4.106915,0.257950
459,4.063204,3.822205,0.241000
460,3.888512,3.586724,0.301788
461,4.332812,3.918413,0.414399
462,4.055338,3.873843,0.181495
463,3.922892,3.785060,0.137832
464,4.913280,4.641943,0.271336
465,4.105464,3.718974,0.386491
466,4.191299,3.817015,0.374285
467,3.991594,3.755046,0.236547
468,3.965941,3.596830,0.369111
469,4.180519,3.879897,0.300622
470,4.903808,4.562529,0.341279
471,4.167472,3.912119,0.255353
472,4.067055,3.742180,0.324875
473,4.136730,3.779892,0.356838
474,3.663352,3.345435,0.317917
475,4.186871,3.820754,0.366117
476,3.940389,3.632239,0.308150
477,3.853749,3.571532,0.282217
478,3.651404,3.456374,0.195030
479,4.024440,3.733160,0.291280
480,4.056210,3.747365,0.308844
481,3.855567,3.575008,0.280559
482,3.987397,3.779032,0.208365
483,3.980876,3.690589,0.290287
484,4.041907,3.710521,0.331386
485,4.746861,4.476903,0.269958
486,4.082350,3.735113,0.347238
487,3.865320,3.528054,0.337266
488,4.206331,3.942450,0.263881
489,3.777834,3.340716,0.437118
490,3.536465,3.317065,0.219400
491,3.954459,3.659827,0.294632
492,4.189867,3.897988,0.291879
493,4.387105,3.977787,0.409318
494,3.605108,3.371695,0.233413
495,3.827965,3.539491,0.288474
496,3.712720,3.438886,0.273834
497,4.176398,3.849166,0.327232
498,4.083329,3.705710,0.377619
499,3.961964,3.736617,0.225347
500,3.909797,3.522715,0.387082
