step,pp_loss,fsdp_loss,abs_delta
821,3.844008,4.118420,0.274412
822,4.154278,4.414754,0.260477
823,3.591417,3.814165,0.222748
824,3.871608,4.016537,0.144929
825,3.600619,3.720529,0.119910
826,3.297089,3.549583,0.252494
827,3.817299,3.989713,0.172414
828,3.609043,3.837424,0.228381
829,3.792453,3.956572,0.164119
830,3.847695,3.868205,0.020510
831,3.541629,3.634419,0.092790
832,3.545787,3.705126,0.159338
833,3.959416,4.156023,0.196607
834,3.975637,4.014768,0.039131
835,3.876259,4.013581,0.137321
836,4.103066,4.271637,0.168571
837,3.630109,3.837697,0.207588
838,3.927500,3.996969,0.069469
839,3.610221,3.682289,0.072068
840,3.845938,3.913568,0.067630
841,4.258794,4.452291,0.193498
842,3.396244,3.655095,0.258851
843,3.577739,3.768963,0.191225
844,3.597526,3.733032,0.135506
845,3.949072,4.163186,0.214114
846,3.525459,3.618644,0.093184
847,4.047152,4.199559,0.152407
848,3.792183,3.916668,0.124485
849,3.359282,3.554802,0.195520
850,3.740858,3.944331,0.203473
851,3.292002,3.579073,0.287071
852,4.030883,4.194197,0.163314
853,4.403198,4.539698,0.136499
854,3.446009,3.766157,0.320148
855,3.904639,3.994467,0.089827
856,3.705195,3.983290,0.278095
857,3.628324,3.866620,0.238296
858,3.667312,3.880460,0.213148
859,3.450349,3.581353,0.131004
860,3.298101,3.489488,0.191387
861,3.674463,3.885210,0.210747
862,3.919584,4.162548,0.242964
863,3.543377,3.776138,0.232761
864,3.689288,3.969964,0.280676
865,3.671186,3.857249,0.186062
866,3.454382,3.591953,0.137570
867,4.032771,4.330999,0.298228
868,3.635963,3.907906,0.271943
869,3.843203,3.885945,0.042742
870,3.695008,3.850514,0.155505
871,3.585288,3.689896,0.104608
872,3.837872,3.979054,0.141182
873,3.776601,3.937520,0.160918
874,4.246926,4.525306,0.278380
875,3.611618,3.696163,0.084546
876,3.706612,3.901242,0.194630
877,3.444216,3.700040,0.255824
878,3.662495,3.982876,0.320381
879,3.470263,3.717929,0.247666
880,3.989602,4.198788,0.209187
881,4.152456,4.254622,0.102166
882,4.344907,4.551138,0.206231
883,3.965711,4.198760,0.233048
884,3.777162,4.030530,0.253368
885,3.204735,3.435793,0.231057
886,3.512599,3.785899,0.273299
887,3.365576,3.597721,0.232146
888,3.700583,3.927429,0.226846
889,3.422973,3.618605,0.195632
890,3.433692,3.586143,0.152452
891,3.429900,3.598730,0.168830
892,3.578075,3.793743,0.215668
893,3.444122,3.720221,0.276099
894,3.480576,3.691384,0.210808
895,3.183755,3.351368,0.167613
896,4.000067,4.119823,0.119755
897,3.921514,4.102418,0.180904
898,3.709377,4.095832,0.386455
899,3.338710,3.642039,0.303329
900,3.284316,3.490599,0.206283
901,3.340920,3.576720,0.235800
902,3.524933,3.739576,0.214643
903,3.682589,3.916933,0.234344
904,4.000005,4.151762,0.151757
905,3.899316,4.211838,0.312522
906,3.584009,3.694090,0.110082
907,3.652680,3.882655,0.229975
908,3.047909,3.329473,0.281564
909,4.106627,4.268867,0.162239
910,3.768028,3.883356,0.115327
911,3.585908,3.998721,0.412813
912,3.677541,3.922663,0.245122
913,3.611013,3.858737,0.247724
914,3.059336,3.210780,0.151444
915,4.382059,4.474574,0.092515
916,3.717071,4.119569,0.402498
917,3.649825,3.772241,0.122417
918,3.743539,3.919780,0.176242
919,3.205465,3.478223,0.272758
920,3.820961,4.023386,0.202425
921,3.512653,3.723721,0.211068
922,3.765227,3.861940,0.096713
923,3.725710,3.943830,0.218120
924,3.180721,3.329066,0.148344
925,4.529680,4.641324,0.111643
926,4.119185,4.233113,0.113928
927,3.294369,3.545414,0.251045
928,3.843193,4.178879,0.335686
929,4.288624,4.561015,0.272391
930,3.754601,4.018672,0.264071
931,3.453943,3.566206,0.112263
932,3.263737,3.402429,0.138692
933,3.704329,3.859127,0.154798
934,3.539464,3.761224,0.221761
935,3.547304,3.666518,0.119215
936,4.087533,4.216998,0.129465
937,3.348202,3.524221,0.176018
938,3.350801,3.549617,0.198815
939,4.174375,4.386126,0.211751
940,3.973343,4.227155,0.253812
941,3.810356,4.054855,0.244499
942,3.769965,3.961177,0.191212
943,3.741847,3.883586,0.141739
944,3.125380,3.283888,0.158508
945,3.997170,4.215395,0.218225
946,3.722188,3.850743,0.128555
947,3.619217,3.847301,0.228083
948,3.765616,4.018114,0.252498
949,4.153886,4.249937,0.096051
950,3.354568,3.592814,0.238247
951,3.584280,3.816391,0.232112
952,3.612215,3.790975,0.178760
953,3.462074,3.708440,0.246366
954,4.132754,4.305018,0.172265
955,3.880522,4.078285,0.197764
956,3.640456,3.841467,0.201011
957,3.758636,4.010638,0.252002
958,3.966734,4.122290,0.155555
959,4.034419,4.222946,0.188527
960,3.848517,4.000275,0.151758
961,3.189801,3.346044,0.156243
962,3.329139,3.494885,0.165747
963,3.807833,4.100155,0.292322
964,3.594383,3.849437,0.255053
965,3.966293,4.185044,0.218751
966,3.738363,3.985058,0.246695
967,3.624846,3.876537,0.251691
968,3.573267,3.856712,0.283444
969,3.583914,3.730450,0.146536
970,4.127001,4.259426,0.132425
971,3.451775,3.678021,0.226246
972,3.675228,3.863172,0.187944
973,3.520096,3.732437,0.212342
974,3.492519,3.592037,0.099518
975,3.122673,3.414845,0.292173
976,3.757304,3.971815,0.214511
977,3.072994,3.273688,0.200693
978,3.642958,3.792373,0.149415
979,3.627470,3.782339,0.154868
980,4.043682,4.102025,0.058343
981,3.594435,3.871486,0.277051
982,3.515805,3.657604,0.141799
983,3.929230,4.163987,0.234757
984,3.431622,3.545022,0.113400
985,4.321726,4.551095,0.229370
986,3.474842,3.595256,0.120414
987,4.002446,4.277556,0.275111
988,3.523780,3.747200,0.223420
989,3.755214,4.003141,0.247927
990,3.788307,4.051289,0.262981
991,3.506283,3.772873,0.266591
992,3.633105,3.793262,0.160157
993,3.254294,3.514902,0.260607
994,3.909355,4.068347,0.158993
995,3.213351,3.429019,0.215668
996,3.758876,3.983211,0.224335
997,3.623542,3.849980,0.226439
998,3.542318,3.855390,0.313072
999,3.021845,3.255796,0.233951
1000,3.908444,4.046513,0.138069
1001,3.318249,3.450652,0.132403
1002,3.630785,3.856236,0.225451
1003,3.621770,3.731379,0.109608
1004,3.884015,4.066105,0.182090
1005,3.504510,3.676339,0.171829
1006,3.557020,3.761921,0.204901
1007,3.754436,3.970301,0.215866
1008,3.308145,3.495814,0.187669
1009,3.598971,3.806311,0.207340
1010,3.590921,3.911101,0.320180
1011,3.588657,3.731213,0.142556
1012,3.298947,3.577596,0.278649
1013,3.532819,3.698359,0.165540
1014,3.281459,3.530152,0.248693
1015,3.886330,4.172788,0.286458
1016,3.607861,3.772590,0.164729
1017,3.323099,3.485732,0.162633
1018,3.707429,3.926628,0.219199
1019,3.991160,4.141409,0.150249
1020,3.590090,3.713274,0.123184
1021,3.759500,3.927667,0.168167
1022,3.860062,3.952161,0.092099
1023,4.121451,4.315012,0.193560
1024,3.405769,3.666377,0.260609
1025,3.831195,4.029839,0.198644
1026,4.051990,4.227808,0.175818
1027,4.048186,4.257340,0.209154
1028,3.787969,3.955322,0.167353
1029,2.997312,3.244063,0.246751
1030,3.194827,3.299879,0.105052
1031,4.194601,4.333558,0.138958
1032,3.888756,4.107550,0.218793
1033,3.515572,3.734801,0.219229
1034,3.804123,3.978409,0.174286
1035,3.890449,4.079277,0.188828
1036,3.037746,3.187091,0.149345
1037,4.176343,4.346503,0.170160
1038,4.107697,4.413902,0.306206
1039,4.406009,4.542887,0.136878
1040,3.677116,3.844622,0.167506
1041,3.572155,3.729982,0.157828
1042,3.121217,3.378699,0.257482
1043,3.606167,3.898853,0.292686
1044,3.696174,3.879636,0.183461
1045,3.456909,3.782552,0.325643
1046,3.883921,4.063057,0.179137
1047,3.731798,3.897966,0.166168
1048,4.428272,4.577189,0.148917
1049,3.580492,3.744318,0.163825
1050,3.673440,3.785520,0.112080
1051,4.143225,4.382110,0.238885
1052,3.707497,3.899623,0.192126
1053,3.852880,3.997844,0.144963
1054,3.141713,3.365757,0.224044
1055,3.447829,3.590932,0.143103
1056,3.975395,4.162235,0.186840
1057,3.573545,3.803028,0.229483
1058,3.584566,3.814165,0.229600
1059,3.816750,3.994306,0.177556
1060,3.602306,3.697053,0.094747
1061,3.952796,4.187428,0.234632
1062,3.846030,3.961275,0.115245
1063,3.748140,3.891434,0.143294
1064,3.831684,3.998461,0.166777
1065,3.845376,4.080152,0.234776
1066,3.969375,4.213624,0.244249
1067,3.695229,3.848921,0.153692
1068,3.606016,3.787940,0.181924
1069,3.083278,3.338115,0.254837
1070,3.867329,4.109521,0.242193
1071,3.146764,3.358687,0.211922
1072,3.523525,3.766369,0.242844
1073,3.697800,3.906587,0.208786
1074,3.331791,3.622655,0.290864
1075,3.739449,4.008336,0.268887
1076,3.581217,3.752152,0.170936
1077,3.794936,3.986011,0.191075
1078,3.937771,4.152826,0.215055
1079,3.237226,3.373003,0.135777
1080,3.468033,3.707676,0.239643
1081,3.768096,4.042118,0.274022
1082,3.680158,3.783668,0.103510
1083,3.346121,3.559800,0.213678
1084,3.276239,3.490736,0.214497
1085,4.207734,4.444244,0.236510
1086,3.448101,3.648781,0.200680
1087,3.980458,4.124501,0.144043
1088,3.153674,3.377197,0.223523
1089,4.370230,4.548648,0.178418
1090,3.769163,3.953714,0.184551
1091,3.852634,4.019425,0.166791
1092,3.656298,3.828557,0.172258
1093,3.963683,4.213830,0.250147
1094,3.466701,3.634138,0.167437
1095,3.844935,4.038818,0.193883
1096,3.453045,3.567915,0.114870
1097,3.344008,3.542589,0.198581
1098,3.635501,3.913688,0.278187
1099,3.849739,4.034266,0.184526
1100,3.855140,3.999941,0.144801
1101,3.973215,4.144190,0.170975
1102,3.646049,3.788781,0.142732
1103,3.765778,3.916206,0.150428
1104,4.036353,4.267152,0.230799
1105,3.202096,3.249965,0.047869
1106,3.788640,4.049227,0.260587
1107,4.025179,4.158588,0.133409
1108,4.101807,4.303253,0.201447
1109,3.505347,3.662461,0.157115
1110,3.498218,3.671472,0.173254
1111,3.552629,3.692469,0.139840
1112,3.638020,3.670905,0.032885
1113,3.534402,3.752982,0.218580
1114,3.746119,3.786798,0.040679
1115,3.657864,3.866367,0.208503
1116,3.362480,3.650443,0.287963
1117,3.260327,3.262813,0.002486
1118,3.162198,3.266832,0.104634
1119,3.420518,3.529453,0.108935
1120,3.587698,3.756383,0.168685
1121,3.687196,3.932844,0.245648
1122,3.460919,3.642644,0.181725
1123,3.318116,3.453739,0.135623
1124,3.614020,3.833949,0.219928
1125,3.286163,3.452514,0.166350
1126,3.766506,3.981845,0.215339
1127,3.569373,3.760613,0.191240
1128,3.383062,3.642401,0.259339
1129,3.376742,3.511508,0.134766
1130,3.630855,3.979903,0.349048
1131,3.501722,3.834105,0.332383
1132,3.542402,3.631489,0.089087
1133,3.555486,3.730264,0.174777
1134,3.495158,3.573638,0.078480
1135,3.868695,4.147256,0.278561
1136,3.477962,3.682420,0.204457
1137,3.947774,4.006547,0.058773
1138,3.185470,3.428510,0.243041
1139,3.895294,4.056352,0.161057
1140,3.147151,3.350665,0.203514
1141,3.400786,3.675558,0.274771
1142,3.401382,3.520669,0.119287
1143,3.542696,3.745663,0.202967
1144,3.772989,4.006565,0.233575
1145,3.635912,3.799479,0.163567
1146,3.846143,4.094676,0.248533
1147,3.418162,3.547718,0.129556
1148,3.409103,3.531247,0.122144
1149,3.236408,3.480404,0.243996
1150,3.789698,3.997696,0.207998
1151,3.265095,3.472934,0.207839
1152,4.039913,4.135342,0.095429
1153,3.559748,3.720794,0.161047
1154,3.150825,3.302533,0.151709
1155,3.532883,3.701015,0.168133
1156,3.355457,3.682132,0.326675
1157,3.803566,3.912314,0.108748
1158,3.880874,4.005293,0.124419
1159,3.395524,3.516787,0.121263
1160,3.571966,3.796227,0.224260
1161,4.100444,4.260107,0.159663
1162,3.647690,3.763590,0.115900
1163,3.415971,3.567096,0.151125
1164,3.928936,4.021990,0.093054
1165,3.286847,3.369510,0.082663
1166,3.982290,4.020036,0.037746
1167,4.203945,4.287333,0.083388
1168,3.617444,3.855401,0.237957
1169,3.545977,3.636633,0.090656
1170,3.554116,3.746000,0.191884
1171,3.590609,3.753453,0.162844
1172,3.476172,3.687102,0.210930
1173,3.790673,3.859390,0.068716
1174,3.900815,4.079850,0.179034
1175,3.648753,3.959184,0.310430
1176,3.975635,4.283445,0.307811
1177,3.706328,3.899033,0.192705
1178,3.713763,3.751853,0.038090
1179,3.668447,3.804387,0.135940
1180,3.844624,4.027140,0.182516
1181,4.132583,4.346998,0.214416
1182,3.203142,3.303397,0.100255
1183,3.561454,3.762590,0.201137
1184,3.822253,3.915152,0.092899
1185,3.891975,4.049562,0.157586
1186,3.700749,3.794630,0.093881
1187,3.243271,3.446738,0.203468
1188,3.608043,3.748195,0.140152
1189,3.739310,3.885241,0.145931
1190,3.249021,3.505407,0.256386
1191,3.768598,3.876373,0.107776
1192,3.601322,3.861933,0.260611
1193,3.886692,3.981741,0.095050
1194,3.475424,3.684921,0.209497
1195,3.562155,3.695930,0.133774
1196,3.651053,4.063121,0.412068
1197,3.243212,3.415140,0.171927
1198,3.535342,3.858912,0.323570
1199,3.695027,3.863520,0.168492
1200,3.428281,3.671031,0.242750
1201,3.636616,3.676719,0.040103
1202,3.479345,3.630496,0.151151
1203,3.405234,3.538973,0.133739
1204,3.883620,4.019835,0.136214
1205,3.525330,3.783984,0.258654
1206,3.461554,3.736605,0.275051
1207,3.314597,3.566870,0.252272
1208,3.708582,3.829852,0.121270
1209,3.585214,3.732000,0.146786
1210,3.099052,3.338575,0.239523
1211,3.226611,3.469471,0.242860
1212,3.459173,3.680868,0.221694
1213,3.598849,3.825424,0.226575
1214,2.993647,3.110640,0.116993
1215,3.881006,4.024723,0.143717
1216,3.304513,3.547784,0.243272
1217,3.055804,3.311432,0.255628
1218,3.652618,3.958931,0.306314
1219,3.794420,3.981877,0.187457
1220,3.458299,3.675604,0.217305
1221,3.479672,3.676999,0.197327
1222,4.170621,4.382893,0.212272
1223,3.662327,3.773111,0.110784
1224,3.539524,3.764515,0.224991
1225,3.774909,3.927339,0.152430
1226,3.591842,3.776334,0.184492
1227,3.061563,3.191163,0.129601
1228,3.521242,3.568243,0.047000
1229,3.100132,3.264291,0.164158
1230,3.498274,3.708309,0.210035
1231,3.562045,3.743907,0.181863
1232,3.965250,4.082700,0.117450
1233,3.839506,4.033464,0.193958
1234,3.611200,3.703632,0.092432
1235,3.409248,3.506438,0.097189
1236,3.647658,3.838854,0.191196
1237,3.717302,3.863358,0.146056
1238,3.506876,3.666655,0.159780
1239,3.917429,4.096337,0.178908
1240,3.405385,3.600359,0.194974
1241,3.841588,4.081703,0.240115
1242,3.820793,4.037563,0.216770
1243,3.037303,3.195190,0.157887
1244,3.325112,3.596070,0.270957
1245,3.592737,3.797818,0.205081
1246,3.717882,3.973898,0.256016
1247,3.839563,3.997897,0.158334
1248,3.705422,3.891062,0.185640
1249,3.306075,3.553181,0.247107
1250,3.957754,4.207595,0.249842
1251,3.329691,3.492192,0.162501
1252,3.244000,3.351774,0.107774
1253,3.474998,3.672125,0.197126
1254,3.553757,3.819342,0.265585
1255,3.787639,3.907952,0.120312
1256,3.675028,3.782941,0.107914
1257,3.448029,3.571556,0.123527
1258,3.530662,3.750155,0.219493
1259,3.303254,3.419612,0.116358
1260,3.357219,3.491620,0.134400
1261,3.682075,3.786194,0.104120
1262,3.669992,3.912098,0.242106
1263,4.698887,4.834947,0.136060
1264,3.134331,3.259160,0.124829
1265,3.335431,3.436989,0.101558
1266,3.702596,3.977395,0.274799
1267,3.589390,3.833400,0.244010
1268,3.374252,3.619557,0.245304
1269,3.842997,4.025211,0.182214
1270,3.359250,3.415164,0.055913
1271,3.256596,3.388504,0.131907
1272,3.995402,4.238993,0.243591
1273,3.154963,3.420754,0.265791
1274,3.578255,3.747432,0.169177
1275,3.584249,3.777083,0.192834
1276,3.552664,3.783424,0.230760
1277,3.296649,3.437705,0.141056
1278,3.880227,4.177456,0.297229
1279,3.278970,3.386998,0.108028
1280,3.522021,3.706198,0.184177
1281,3.366793,3.559766,0.192972
1282,4.148174,4.274360,0.126186
1283,3.707504,3.854819,0.147316
1284,3.720460,3.860964,0.140504
1285,3.669737,3.926051,0.256314
1286,3.565710,3.798944,0.233235
1287,4.124460,4.401324,0.276864
1288,3.143904,3.384915,0.241011
1289,3.724902,3.864677,0.139775
1290,3.421372,3.605992,0.184619
1291,3.553824,3.749453,0.195629
1292,3.599650,3.749398,0.149748
1293,3.606782,3.706604,0.099822
1294,3.702124,4.013707,0.311583
1295,3.861341,4.061637,0.200297
1296,3.344743,3.512503,0.167760
1297,3.905397,4.019391,0.113993
1298,3.105714,3.268674,0.162959
1299,3.358135,3.549688,0.191554
1300,3.624560,3.792906,0.168346
1301,3.694595,3.815109,0.120514
1302,4.081944,4.210771,0.128827
1303,3.339818,3.573852,0.234034
1304,3.665745,3.859605,0.193860
1305,3.552719,3.618967,0.066248
1306,3.660509,3.880619,0.220109
1307,3.430087,3.502815,0.072728
1308,3.798725,4.015112,0.216387
1309,3.413310,3.691496,0.278187
1310,3.618036,3.797776,0.179739
1311,3.682995,3.818951,0.135955
1312,3.846443,3.986073,0.139630
1313,3.928578,4.057567,0.128988
1314,3.572814,3.891895,0.319081
1315,3.294138,3.500604,0.206466
1316,3.554282,3.692681,0.138399
1317,4.028040,4.150804,0.122764
1318,3.937211,4.199028,0.261817
1319,3.437088,3.642562,0.205475
1320,3.526549,3.665637,0.139088
1321,3.488269,3.636846,0.148577
1322,3.780709,3.877947,0.097238
1323,3.856603,4.107285,0.250682
1324,3.796075,3.957944,0.161869
1325,3.393031,3.580186,0.187156
1326,3.620638,3.873070,0.252433
1327,3.882648,4.073029,0.190381
1328,3.676524,3.805100,0.128576
1329,3.802378,3.972583,0.170204
1330,3.705639,3.892507,0.186867
1331,3.178168,3.385990,0.207821
1332,3.286076,3.475030,0.188954
1333,3.726516,3.880102,0.153586
1334,3.942601,4.139410,0.196809
1335,3.376151,3.525893,0.149742
1336,3.700659,4.023306,0.322647
1337,3.758133,3.920729,0.162596
1338,3.889577,3.944482,0.054905
1339,3.540322,3.713394,0.173072
1340,3.612122,3.784321,0.172199
1341,3.601400,3.883003,0.281603
1342,3.460930,3.699111,0.238180
1343,4.059111,4.197924,0.138813
1344,3.478606,3.647946,0.169339
1345,3.571025,3.798075,0.227051
1346,3.391381,3.699673,0.308292
1347,3.503451,3.639595,0.136143
1348,3.191754,3.304673,0.112919
1349,3.330214,3.491759,0.161545
1350,3.096925,3.343800,0.246875
1351,3.970166,4.169679,0.199512
1352,3.583634,3.734750,0.151116
1353,3.556799,3.650202,0.093403
1354,3.051231,3.249842,0.198611
1355,3.504662,3.830179,0.325516
1356,3.549733,3.835695,0.285962
1357,3.322481,3.457455,0.134974
1358,3.641774,3.789425,0.147652
1359,3.118442,3.386465,0.268023
1360,3.485705,3.601192,0.115486
1361,3.503443,3.697451,0.194007
1362,3.490567,3.728934,0.238366
1363,3.650695,3.808478,0.157783
1364,3.407777,3.535180,0.127403
1365,3.790757,3.850026,0.059268
1366,3.790692,3.881262,0.090570
1367,3.605684,3.788000,0.182316
1368,3.768636,3.956788,0.188152
1369,3.651633,3.752132,0.100499
1370,3.946286,4.106484,0.160198
1371,4.009938,4.207314,0.197376
1372,3.760406,3.827514,0.067108
1373,3.509452,3.708557,0.199105
1374,3.116618,3.283035,0.166417
1375,3.439968,3.746472,0.306504
1376,3.593283,3.839661,0.246378
1377,3.652681,3.773686,0.121005
1378,3.926985,4.137550,0.210565
1379,4.147071,4.222507,0.075435
1380,3.488862,3.752049,0.263187
1381,3.898508,4.153255,0.254747
1382,3.319096,3.438214,0.119118
1383,3.776465,3.962775,0.186310
1384,3.668723,3.735766,0.067043
1385,4.389546,4.451030,0.061483
1386,3.842595,4.085415,0.242820
1387,4.026291,4.127480,0.101189
1388,4.377844,4.582750,0.204906
1389,3.417809,3.551231,0.133422
1390,3.645008,3.680203,0.035195
1391,2.966977,3.132154,0.165176
1392,3.619819,3.843624,0.223804
1393,3.695120,3.910599,0.215479
1394,3.351331,3.514668,0.163337
1395,3.258573,3.493490,0.234917
1396,3.805506,3.882605,0.077099
1397,3.247394,3.515210,0.267816
1398,3.291422,3.478644,0.187222
1399,3.283416,3.558585,0.275169
1400,3.762477,3.872423,0.109946
1401,3.222954,3.415102,0.192149
1402,3.702520,3.858438,0.155917
1403,3.355037,3.567293,0.212257
1404,3.297499,3.459166,0.161667
1405,3.722537,3.987160,0.264623
1406,3.376919,3.498958,0.122039
1407,3.811581,3.960893,0.149312
1408,4.322824,4.486378,0.163554
1409,3.741053,3.840501,0.099448
1410,3.815875,3.948418,0.132543
1411,3.481009,3.553778,0.072769
1412,3.863955,4.169387,0.305432
1413,3.865503,4.016285,0.150782
1414,3.394517,3.548074,0.153556
1415,3.861603,4.070041,0.208438
1416,3.643989,3.917465,0.273476
1417,3.613177,3.767306,0.154129
1418,4.121244,4.275715,0.154471
1419,3.991972,4.210308,0.218336
1420,2.917963,3.070514,0.152551
1421,3.297031,3.425868,0.128837
1422,3.896850,4.065295,0.168445
1423,3.860913,4.034257,0.173345
1424,3.761279,3.906104,0.144825
1425,3.714458,3.787586,0.073128
1426,3.582061,3.709349,0.127288
1427,3.235032,3.370060,0.135028
1428,3.823139,4.000952,0.177813
1429,3.456278,3.601002,0.144724
1430,3.244787,3.499830,0.255044
1431,3.621263,3.793539,0.172276
1432,3.474894,3.700705,0.225811
1433,3.740715,4.068207,0.327492
1434,3.826213,3.982596,0.156383
1435,4.352577,4.578414,0.225837
1436,3.375995,3.658524,0.282529
1437,3.448025,3.662015,0.213990
1438,3.759029,3.855814,0.096785
1439,4.047729,4.282658,0.234929
1440,3.127541,3.455472,0.327930
1441,3.332448,3.568897,0.236450
1442,3.839912,3.951405,0.111493
1443,3.188479,3.443655,0.255177
1444,3.874830,3.985477,0.110647
1445,3.923770,4.090558,0.166788
1446,3.166432,3.410397,0.243965
1447,3.713624,3.875232,0.161608
1448,3.845382,4.062857,0.217475
1449,3.457497,3.502944,0.045447
1450,4.001561,4.122200,0.120639
1451,3.602611,3.875250,0.272640
1452,3.439533,3.694622,0.255089
1453,3.530228,3.771220,0.240992
1454,3.883716,4.014967,0.131251
1455,3.761826,3.976618,0.214792
1456,3.946929,4.131827,0.184898
1457,3.583554,3.804349,0.220795
1458,3.472430,3.664981,0.192551
1459,3.530836,3.679743,0.148907
1460,3.285758,3.456498,0.170739
1461,3.601241,3.776571,0.175330
1462,3.516812,3.690715,0.173903
1463,3.692161,3.824560,0.132399
1464,3.529892,3.793550,0.263658
1465,4.042817,4.184302,0.141485
1466,3.566715,3.795675,0.228961
1467,3.271901,3.476986,0.205085
1468,3.853481,4.110920,0.257439
1469,3.515029,3.672219,0.157190
1470,3.268747,3.398534,0.129787
1471,3.338529,3.533864,0.195336
1472,3.494384,3.628258,0.133875
1473,3.416134,3.595734,0.179600
1474,3.511006,3.599084,0.088078
1475,3.740245,3.916204,0.175959
1476,3.559436,3.803220,0.243784
1477,3.407383,3.656322,0.248939
1478,4.187078,4.243699,0.056621
1479,3.181384,3.356505,0.175121
1480,3.477974,3.573590,0.095616
1481,3.000460,3.285748,0.285288
1482,3.697811,3.974252,0.276440
1483,3.524649,3.782071,0.257422
1484,3.820733,3.894117,0.073384
1485,3.533835,3.657262,0.123426
1486,3.499842,3.726376,0.226534
1487,3.649120,3.959705,0.310586
1488,3.621810,3.791622,0.169812
1489,4.139469,4.298430,0.158961
1490,3.353689,3.504565,0.150877
1491,3.937668,4.169229,0.231561
1492,3.551367,3.641930,0.090563
1493,3.954948,4.118647,0.163699
1494,3.633803,3.884391,0.250588
1495,4.324522,4.480781,0.156259
1496,3.191679,3.484269,0.292590
1497,3.504220,3.668211,0.163991
1498,4.100566,4.320759,0.220193
1499,3.303500,3.424294,0.120794
1500,3.694124,3.796675,0.102551
1501,3.318825,3.517415,0.198589
1502,3.773079,4.004622,0.231543
1503,4.236938,4.356342,0.119404
1504,4.124209,4.333997,0.209787
1505,3.667040,3.861840,0.194800
1506,3.478791,3.700410,0.221619
1507,3.993564,4.155622,0.162058
1508,3.333121,3.406920,0.073798
1509,4.174912,4.322984,0.148072
1510,3.790688,3.976865,0.186177
1511,3.338868,3.443614,0.104746
1512,3.736163,3.939991,0.203828
1513,3.374687,3.615249,0.240561
1514,3.409678,3.622297,0.212620
1515,3.666492,3.780974,0.114481
1516,3.352835,3.558982,0.206147
1517,3.105997,3.353475,0.247478
1518,3.370758,3.547860,0.177102
1519,3.480622,3.652273,0.171651
1520,3.672062,3.896286,0.224224
1521,3.674836,3.841422,0.166586
1522,3.966070,4.147807,0.181737
1523,3.929420,4.153421,0.224002
1524,3.593262,3.769995,0.176733
1525,3.440428,3.595553,0.155125
1526,3.964465,4.195271,0.230806
1527,3.163488,3.370327,0.206840
1528,3.898903,4.105993,0.207090
1529,4.394810,4.617687,0.222877
1530,3.653814,3.947117,0.293303
1531,3.650802,3.903455,0.252654
1532,3.829426,4.080482,0.251056
1533,3.341664,3.491702,0.150038
1534,3.934023,4.093725,0.159702
1535,3.357438,3.473137,0.115699
1536,3.662242,3.865795,0.203552
1537,3.954737,4.126944,0.172207
1538,3.261734,3.396979,0.135245
1539,3.520961,3.659481,0.138520
1540,3.993196,3.987285,0.005912
1541,3.667456,3.815191,0.147735
1542,4.034606,4.368283,0.333677
1543,3.286954,3.438880,0.151926
1544,3.464524,3.550424,0.085900
1545,3.848054,3.905290,0.057235
1546,3.853170,4.036992,0.183822
1547,3.640130,3.761307,0.121176
1548,3.623375,3.805551,0.182176
1549,2.980461,3.109599,0.129138
1550,3.417182,3.547497,0.130315
1551,3.374146,3.648515,0.274369
1552,3.530706,3.683415,0.152709
1553,3.429937,3.507246,0.077308
1554,3.648383,3.923607,0.275223
1555,3.280116,3.485887,0.205770
1556,3.684035,3.837257,0.153222
1557,3.685710,4.064512,0.378803
1558,3.485960,3.609646,0.123686
1559,3.979964,4.158112,0.178147
1560,3.275923,3.502417,0.226494
1561,3.023738,3.234524,0.210786
1562,3.209785,3.457575,0.247790
1563,3.530411,3.682165,0.151754
1564,3.240316,3.451056,0.210740
1565,3.452098,3.541182,0.089083
1566,3.091853,3.327539,0.235686
1567,3.456419,3.692948,0.236529
1568,3.358712,3.563515,0.204803
1569,3.168288,3.471318,0.303030
1570,3.746759,3.866461,0.119702
1571,3.821146,4.030362,0.209216
1572,3.659323,3.862895,0.203572
1573,3.652287,3.718105,0.065818
1574,3.677224,3.918413,0.241189
1575,4.285438,4.462766,0.177329
1576,3.442935,3.587307,0.144372
1577,3.326357,3.433344,0.106987
1578,3.386574,3.575692,0.189118
1579,3.709492,3.877716,0.168223
1580,3.038177,3.162840,0.124663
1581,3.548959,3.697660,0.148701
1582,2.927456,3.089668,0.162212
1583,3.583850,3.870095,0.286245
1584,3.510002,3.709483,0.199481
1585,3.519522,3.724147,0.204624
1586,3.719151,3.815086,0.095935
1587,3.011307,3.334992,0.323685
1588,3.832912,4.082958,0.250046
1589,3.178397,3.395738,0.217341
1590,3.760058,3.882787,0.122729
1591,3.199794,3.427056,0.227262
1592,3.481961,3.676597,0.194636
1593,3.319713,3.580113,0.260400
1594,3.404558,3.511982,0.107424
1595,4.120762,4.301182,0.180420
1596,3.092130,3.212675,0.120545
1597,3.945744,4.154549,0.208806
1598,3.789551,3.850187,0.060636
1599,3.030487,3.105484,0.074998
1600,3.347253,3.566632,0.219379
1601,3.262094,3.387804,0.125709
1602,3.949193,4.156394,0.207201
1603,3.402893,3.589850,0.186958
1604,3.278384,3.489780,0.211396
1605,3.604298,3.831748,0.227451
1606,3.589197,3.826769,0.237572
